ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Notes SBS	Notes RU	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	no. for class filter	Feedback
22144	gabbha 2	p		masc							embryo											garbha			(MNa) katthaci <b>gabbhe</b> nibbattanasatto.	from sk √grabh to conceive			SN 6.12	devadattasuttaṃ	phalaṃ ve kadaliṃ hanti, phalaṃ veḷuṃ phalaṃ naḷaṃ.<br/>sakkāro kāpurisaṃ hanti, <b>gabbho</b> assatariṃ yathā'ti.																							gabbh	a masc	15	2	83	[sound:gabbha.mp3]	√	gabbha 2	embryo				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gabbha 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22143	gabbha 1	ps		masc							womb											garbha			(MNa) katthaci hi <b>gabbho</b>'ti mātukucchi vutto.	from sk √grabh to conceive			DHP 126	pāpavaggo	<b>gabbham</b>'eke uppajjanti, nirayaṃ pāpakammino,<br/>saggaṃ sugatino yanti, parinibbanti anāsavā.				SNP 8	mettasuttaṃ<br/>uragavaggo 8	diṭṭhiṃ ca anupaggamma, sīlavā dassanena sampanno, <br/>kāmesu vineyya gedhaṃ, na hi jātu <b>gabbha</b>seyyaṃ punar'etī' ti.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations													53n	gabbh	a masc	15	2	83	[sound:gabbha.mp3]	√√	gabbha 1	womb				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gabbha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22606	gandha 2	ps		masc		√ghā					perfume; fragrance; scent			√ghā 3 ya (to smell)		√ghā + na		kita	na			gandha	√ghrā		(MNa) <b>gandhan</b>'ti yaṃkiñci gandhajātaṃ				DN 2.14	sāmaññaphalasuttaṃ	annakathaṃ pānakathaṃ vatthakathaṃ sayanakathaṃ mālākathaṃ <b>gandha</b>kathaṃ ñātikathaṃ yānakathaṃ gāmakathaṃ nigamakathaṃ				MN 51	kandarakasuttaṃ	naccagītavāditavisūkadassanā paṭivirato hoti, mālā<b>gandha</b>vilepanadhāraṇamaṇḍanavibhūsanaṭṭhānā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings													18n	gandh	a masc	15	2	375	[sound:gandha.mp3]	√√	gandha 2	perfume; scent				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gandha 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
29110	khema 2	ns		masc		√khi					safety; security; sanctuary; peace; rest			√khi 1 a (to live, abide peacefully)		√khi > khe + *ma	i > e	kita	*ma			kṣema	√kṣi						SNP 53	attadaṇḍasuttaṃ<br/>aṭṭhakavaggo 15	anejassa vijānato, n'atthi kāci nisaṅkhati,<br/>virato so viyārabbhā, <b>khemaṃ</b> passati sabbadhi.				Thai		yo cakkhumā mohamal'āpakaṭṭho, sāmaṃ va buddho sugato vimutto, mārassa pāsā vinimocayanto, pāpesi <b>khemaṃ</b> janataṃ vineyyaṃ	Nama-kāra-siddhi-gāthā		Protective Recitations													49n	khem	a masc	15	2	110	[sound:khema.mp3]	√√	khema 2	safety; security; sanctuary; peace; rest				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khema 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28900	khandha 4	pp		masc		√khand					(of plant or tree) trunk; stem			√khand 1 a (to jump up, pile up)		√khand + a		kita	a			skandha	√skand						SN 22.95	pheṇapiṇḍūpamasuttaṃ	so tattha passeyya mahantaṃ kadali<b>kkhandhaṃ</b> ujuṃ navaṃ akukkukajātaṃ.				MN 18	madhupiṇḍikasuttaṃ	seyyathā'pi puriso sār'atthiko sāragavesī sārapariyesanaṃ caramāno mahato rukkhassa tiṭṭhato sāravato atikkamm'eva mūlaṃ, atikkamma <b>khandhaṃ</b>, sākhāpalāse sāraṃ pariyesitabbaṃ maññeyya																	khandh	a masc	15	2	132	[sound:khandha.mp3]	√√	khandha 4	(plant or tree) trunk; stem				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khandha 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
30090	kosala 1	p		masc							name of a kingdom											kosala							AN 10.29	paṭhamakosalasuttaṃ	yāvatā, bhikkhave, kāsi<b>kosalā</b>, yāvatā rañño pasenadissa kosalassa vijitaṃ, rājā tattha pasenadi kosalo aggam'akkhāyati.																							kosal	a masc	15	2	435		√√	kosala 1	Kingdom of Kosala (its capital Sāvatthi)		11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kosala 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
30489	kumāra 1	nn		masc		√kumār					youngster; young boy			√kumār 8 *e (to play)		√kumār + a		kita	a			kumāra	kumāra			(MW) ku māra, √mṛ ? 'easily dying'			AN 3.35	hatthakasuttaṃ	kacci, bhante, bhagavā sukham'asayitthā'ti? evaṃ, <b>kumāra</b>, sukham'asayitthaṃ. ye ca pana loke sukhaṃ senti, ahaṃ tesaṃ aññataro'ti.				DN 14.3	mahāpadānasuttaṃ	ayañ'hi, deva, <b>kumāro</b> nigrodhaparimaṇḍalo yāvatakv'assa kāyo tāvatakv'assa byāmo, yāvatakv'assa byāmo, tāvatakv'assa kāyo																	kumār	a masc	15	2	331	[sound:kumāra.mp3]	√√	kumāra 1	youngster; young boy	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kumāra 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26487	kālāma	nn		masc							family names of the Buddha's first teacher; Āḷāra Kālāma											kālāma			(MNa) <b>kālāmo</b>'ti gottaṃ.				MN 36	mahāsaccakasuttaṃ	so evaṃ pabbajito samāno kiṃkusalagavesī anuttaraṃ santivarapadaṃ pariyesamāno yena āḷāro <b>kālāmo</b> ten'upasaṅkamiṃ, upasaṅkamitvā āḷāraṃ <b>kālāmaṃ</b> etad'avocaṃ, icchām'ahaṃ, āvuso <b>kālāma</b>, imasmiṃ dhammavinaye brahmacariyaṃ caritun'ti.				MN 26	pāsarāsisuttaṃ	ayaṃ kho āḷāro <b>kālāmo</b> paṇḍito viyatto medhāvī dīgharattaṃ apparajakkhajātiko. yaṃnūn'āhaṃ āḷārassa <b>kālāmassa</b> paṭhamaṃ dhammaṃ deseyyaṃ.																	kālām	a masc	15	2	132		√√	kālāma	family names of the Buddha's first teacher; Āḷāra Kālāma	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kālāma&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
71024	kāla 1.6	p		masc							daybreak; early morning; lit. time			√kal 8 *e (to spend time)		√kal > kāl + *a	a > ā	kita	*a			kāla	√kal		(SNa) aparajju vā <b>kāle</b>'ti dutiyadivase vā bhikkhācārakāle. vihāragaruko kir'esa thero.				SN 8.2	aratisuttaṃ	tena kho pana samayena āyasmā nigrodhakappo pacchābhattaṃ piṇḍapātapaṭikkanto vihāraṃ pavisati, sāyaṃ vā nikkhamati aparajju vā <b>kāle</b>																							kāl	a masc	15	2	1004	[sound:kāla.mp3]	√	kāla 7	daybreak; early morning; lit. time		11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāla 1.6&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26411	kāla 1.5	p		masc		√kal					time of death; death moment; lit. time			√kal 8 *e (to spend time)		√kal > kāl + *a	a > ā	kita	*a			kāla	√kal		(SNa) <b>kālaṃ na jānāmī</b>'ti maraṇakālaṃ sandhāya vadati.				SN 1.20	samiddhisuttaṃ	<b>kālaṃ</b> vo'haṃ na jānāmi,<br/>channo kālo na dissati,<br/>tasmā abhutvā bhikkhāmi,<br/>mā maṃ kālo upaccagā'ti.																							kāl	a masc	15	2	1004	[sound:kāla.mp3]	√√	kāla 5	time of death; death moment				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāla 1.5&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28425	kāya 1.4	pp		masc	in comps	cināti				+gen	category (of); class (of); group (of)			√ci 5 nā (to gather, accumulate)		√ci > ki > kay + *a	c > k<br/>i > ay	kita	*a			kāya	√ci						SN 12.2	vibhaṅgasuttaṃ	chayime, bhikkhave, taṇhā<b>kāyā</b>, rūpataṇhā, saddataṇhā, gandhataṇhā, rasataṇhā, phoṭṭhabbataṇhā, dhammataṇhā. ayaṃ vuccati, bhikkhave, taṇhā				SN 12.2	vibhaṅgasuttaṃ	chayime, bhikkhave, phassa<b>kāyā</b>, cakkhusamphasso, sotasamphasso, ghānasamphasso, jivhāsamphasso, kāyasamphasso, manosamphasso. ayaṃ vuccati, bhikkhave, phasso.																	kāy	a masc	15	2	3281	[sound:kāya.mp3]	√√	kāya 4	category; class; group; lit. collection				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāya 1.4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28424	kāya 1.3	p		masc		cināti					process; collection			√ci 5 nā (to gather, accumulate)		√ci > ki > kay + *a	c > k<br/>i > ay	kita	*a			kāya	√ci						MN 118	ānāpānassatisuttaṃ	<b>kāyesu</b> <b>kāy</b>'aññatar'āhaṃ, bhikkhave, evaṃ vadāmi yad'idaṃ, assāsapassāsā.																							kāy	a masc	15	2	3281	[sound:kāya.mp3]	√√	kāya 3	process; lit. collection				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāya 1.3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26740	kāma 4	p		masc		kāmeti					(objects of) pleasure; sensual pleasure; sexual pleasure			√kam 8 *e (to desire)		√kam > kām + *a	a > ā	kita	*a			kāma	√kam						SNP 40	guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2	satto guhāyaṃ bahun'ābhichanno, tiṭṭhaṃ naro mohanasmiṃ pagāḷho,<br/>dūre vivekā hi tathāvidho so, <b>kāmā</b> hi loke na hi suppahāyā.																							kām	a masc	15	2	1117	[sound:kāma.mp3]	√	kāma 4	(objects of) pleasure; sensual pleasure				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāma 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
27957	kassapa 2	n		masc	patr						name of a deity; lit. descendant of Kassapa											kāśyapa							SN 2.1	paṭhamakassapasuttaṃ	atha kho <b>kassapo</b> devaputto abhikkantāya rattiyā abhikkantavaṇṇo kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi.																							kassap	a masc	15	2	566	[sound:kassapa.mp3]	√	kassapa 2	name of a deity; lit. descendant of Kassapa	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kassapa 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
62103	ummattaka 1	nn		masc		ummatta					madman; crazy; lunatic; loony; nut-job			√mad 3 ya (to be mad, intoxicated)		ud + √mad + ta + ka<br/>ummatta + ka	d > t	taddhita	ka			unmattaka	√mad						TH 262	tālapuṭattheragāthā	nanu dubbhissasi maṃ punappunaṃ,<br/>muhuṃ muhuṃ cāraṇikaṃ'va dassayaṃ,<br/><b>ummattaken</b>'eva mayā palobhasi,<br/>kiñcā'pi te citta virādhitaṃ mayā.				AN 3.108	ruṇṇasuttaṃ	ruṇṇam'idaṃ, bhikkhave, ariyassa vinaye yad'idaṃ gītaṃ. <b>ummattakam</b>'idaṃ, bhikkhave, ariyassa vinaye yad'idaṃ naccaṃ.																	ummattak	a masc	15	2	191		√√	ummattaka 1	madman; crazy; lunatic; loony; nut-job	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ummattaka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63071	upasampanna 1	nn		masc	pp	upasampajjati					higher ordained monk			√pad 3 ya (to go, step)		upa + saṃ + √pad + na	ṃ > m<br/>d > n	kita	na			upasaṃpanna	√pad						VIN 2.5.2.3	ujjhāpanakasikkhāpadaṃ	ujjhāpanakaṃ nāma <b>upasampannaṃ</b> saṅghena sammataṃ sen'āsanapaññāpakaṃ vā bhatt'uddesakaṃ vā yāgubhājakaṃ vā phalabhājakaṃ vā khajjabhājakaṃ vā appamattakavissajjakaṃ vā avaṇṇaṃ kattu'kāmo				VIN 2.5.6.2	aṅgulipatodakasikkhāpadaṃ	aṅgulipatodako nāma aṅguliyā'pi tudanti <b>upasampanno upasampannaṃ </b>has'ādhippāyo kāyena kāyaṃ āmasati, āpatti pācittiyassa.																	upasampann	a masc	15	2	338		√√	upasampanna 1	higher ordained monk	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upasampanna 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61373	uddesa 4	p		masc		uddisati					rules; precepts; Pātimokkha; lit. pointing up			√dis 1 a (to point out, explain)		ud + √dis > des + *a	i > e	kita	*a			uddeśa	√diś						VIN PAT SA 12	dubbaca sikkhāpada	bhikkhu pan'eva dubbacajātiko hoti, <b>uddesa</b>pariyāpannesu sikkhāpadesu bhikkhūhi sahadhammikaṃ vuccamāno attānaṃ avacanīyaṃ karoti																							uddes	a masc	15	2	222	[sound:uddesa.mp3]	√	uddesa 4	(vinaya) pātimokkha recitation; chanting of the precepts				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uddesa 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61372	uddesa 3	p		masc		uddisati					indication; expression; characteristic; description; identification; lit. pointing up			√dis 1 a (to point out, explain)		ud + √dis > des + *a	i > e	kita	*a			uddeśa	√diś		(DNa) tathā tathā uddisitabbato <b>uddesā</b>.				VIN PAT SA 6	kuṭikāra sikkhāpada	saññācikāya pana bhikkhunā kuṭiṃ kārayamānena, assāmikaṃ att'<b>uddesaṃ</b>, pamāṇikā kāretabbā. tatr'idaṃ pamāṇaṃ, dīghaso dvādasa vidatthiyo sugatavidatthiyā, tiriyaṃ satt'antarā.																							uddes	a masc	15	2	222	[sound:uddesa.mp3]	√	uddesa 3	indication; designation; specification; appointing			913	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uddesa 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61371	uddesa 2	ps		masc		uddisati					recitation; chanting; lit. pointing up			√dis 1 a (to point out, explain)		ud + √dis > des + *a	i > e	kita	*a			uddeśa	√diś						VIN PAT NID	nidānuddeso	parisuddh'etth'āyasmanto, tasmā tuṇhī. evam'etaṃ dhārayāmi. nidān'<b>uddeso</b> paṭhamo.				Thai		handa mayaṃ sīla-<b>uddesa</b>pāṭhaṃ bhaṇāmase	Sīl'uddesa-pāṭha	Recitation of virtue	Post Pātimokkha													81n	uddes	a masc	15	2	222	[sound:uddesa.mp3]	√√	uddesa 2	recitation; chanting				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uddesa 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9407	ārāma 2	s		masc		āramati					pleasure; delight			√ram 1 a (to delight, please)		ā + √ram > rām + *a	a > ā	kita	*a			ārāma	√ram			enjoyment, delight, pleasure																					MN 2.4	sabbāsavasuttaṃ	paṭisaṅkhā yoniso sen'āsanaṃ paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāt'ātapasiriṃsapasamphassānaṃ paṭighātāya yāva'd'eva utuparissayavinodanaṃ paṭisallān'<b>ārām'</b>atthaṃ	Cattaro parikkhāra	The Four Requisites	Reflections	30n	ārām	a masc	15	2	745	[sound:ārāma.mp3]		ārāma 2	pleasure; delight				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ārāma 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9511	āraññika	p		masc	agent	arañña					forest monk			√ar 1 a (to move, attain)		√ar > ār + aṇa + ya + *ika<br/>arañña + *ika	a > ā<br/>ṇy > ññ	taddhita	*ika			āraṇyaka	√ṛ						VIN 6.1.1.4.2	kosiyavaggo	sambahulā bhikkhū santhatāni ujjhitvā <b>āraññik</b>'aṅgaṃ piṇḍapātik'aṅgaṃ paṃsukūlik'aṅgaṃ samādiyiṃsu																							āraññik	a masc	15	2	184		√√	āraññika	forest dweller; ascetic who lives in forest				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āraññika&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
5198	ānanda 1	p		masc	abstr	ānandati					happiness; joy			√nand 1 a (to delight, enjoy)		ā + √nand + a		kita	a			ānanda	√nand		(MNa) <b>ānando</b>'ti ānandapīti.				DHP 146	jarāvaggo	ko nu hāso kim'<b>ānando</b>, niccaṃ pajjalite sati,<br/>andhakārena onaddhā, padīpaṃ na gavesatha.																							ānand	a masc	15	2	3447	[sound:ānanda.mp3]	√√	ānanda 1	happiness; joy				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ānanda 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
2883	āghāta 1	p		masc		āghāteti					annoyance; irritation; repugnance; loathing			√ghaṭ 8 *e (to strike, kill)		ā + √ghaṭ > ghāṭ + *a	a > ā<br/>ṭ > t	kita	*a			āghāta	√han √ghaṭ						MN 140	dhātuvibhaṅgasuttaṃ	tass'eva kho pana pubbe aviddasuno <b>āghāto</b> hoti byāpādo sampadoso. sv'āssa pahīno hoti ucchinnamūlo tāl'āvatthukato anabhāvaṃkato āyatiṃ anuppādadhammo.																							āghāt	a masc	15	2	94		√√	āghāta 1	annoyance; irritation		11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āghāta 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
2570	āgama 1	s		masc		āgacchati					scripture; religious text; canon			√gam 1 a (to go)		ā + √gam + a		kita	a			āgama	√gam												AN 4.180	mahāpadesasuttaṃ	asukasmiṃ nāma āvāse sambahulā therā bhikkhū viharanti bahussutā āgat'<b>āgamā</b> dhammadharā vinayadharā mātikādharā. tesaṃ me therānaṃ sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings													25n	āgam	a masc	15	2	117	[sound:coming-soon.mp3]	√√	āgama 1	scripture; religious text; canon	moved			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āgama 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3729	ākāsa 3	p		masc		ākāsati					open air			√kās 1 a (to shine, be visible)		ā + √kās + a		kita	a			ākāśa	√kāś						SN 12.63	puttamaṃsūpamasuttaṃ	<b>ākāsaṃ</b> ce nissāya tiṭṭheyya, ye ākāsanissitā pāṇā te naṃ khādeyyuṃ																							ākās	a masc	15	2	183	[sound:ākāsa.mp3]	√	ākāsa 3	open air; open place				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ākāsa 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3727	ākāsa 1	p		masc		ākāsati					open space; vacuity			√kās 1 a (to shine, be visible)		ā + √kās + a		kita	a			ākāśa	√kāś						MN 62	mahārāhulovādasuttaṃ	yaṃ ajjhattaṃ paccattaṃ <b>ākāsaṃ</b> ākāsagataṃ upādinnaṃ, seyyath'idaṃ, kaṇṇacchiddaṃ nāsacchiddaṃ mukhadvāraṃ																							ākās	a masc	15	2	183	[sound:ākāsa.mp3]	√√	ākāsa 1	open space; vacuity				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ākāsa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
13068	ayya 1	nn		masc							master; noble; gentleman; sir					ariya > ayira > ayya	ariya > ayya (contraction)					ārya							AN 4.159	bhikkhunīsuttaṃ	sā <b>ayyassa</b> ānandassa pāde sirasā vandatī'ti. evañ'ca vadehi, sādhu kira, bhante, <b>ayyo</b> ānando yena bhikkhun'upassayo yena sā bhikkhunī ten'upasaṅkamatu anukampaṃ upādāyā'ti.				SN 42.10	maṇicūḷakasuttaṃ	tena kho pana samayena maṇicūḷako gāmaṇi tassaṃ parisāyaṃ nisinno hoti. atha kho maṇicūḷako gāmaṇi taṃ parisaṃ etad'avoca, mā <b>ayyā</b> evaṃ avacuttha.																	ayy	a masc	15	2	678		√√	ayya 1	master; noble; gentleman; sir	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ayya 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
